"keyword_id","keyword","language","cluster","subcluster","audience","intent","funnel_stage","priority","suggested_slug","canonical_page_id","page_template_pattern","canonical_url_owner","parent_hub","money_or_support","support_role","readiness_status","trust_gate","source_trust_requirement","verification_flag","internal_link_rule","build_slice","notes"
"KW-0001","דירות למכירה","he","buyer_seller_core","buy_general","buyer","transactional","decision","P1","/buy","buy_hub","/buy","/buy","home","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real listings or honest empty-state","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation","Yad2 territory; do not launch without supply"
"KW-0002","דירות למכירה תל אביב","he","buyer_seller_core","buy_city","buyer","transactional","decision","P1","/buy/tel-aviv","city_buy_hub","/buy/{city}","/buy/tel-aviv","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0003","דירות למכירה רמת גן","he","buyer_seller_core","buy_city","buyer","transactional","decision","P1","/buy/ramat-gan","city_buy_hub","/buy/{city}","/buy/ramat-gan","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0004","דירות למכירה ירושלים","he","buyer_seller_core","buy_city","buyer","transactional","decision","P1","/buy/jerusalem","city_buy_hub","/buy/{city}","/buy/jerusalem","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0005","דירות למכירה חיפה","he","buyer_seller_core","buy_city","buyer","transactional","decision","P1","/buy/haifa","city_buy_hub","/buy/{city}","/buy/haifa","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0006","דירות למכירה הרצליה","he","buyer_seller_core","buy_city","buyer","transactional","decision","P1","/buy/herzliya","city_buy_hub","/buy/{city}","/buy/herzliya","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0007","דירות למכירה רעננה","he","buyer_seller_core","buy_city","buyer","transactional","decision","P2","/buy/raanana","city_buy_hub","/buy/{city}","/buy/raanana","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0008","דירות למכירה כפר סבא","he","buyer_seller_core","buy_city","buyer","transactional","decision","P2","/buy/kfar-saba","city_buy_hub","/buy/{city}","/buy/kfar-saba","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0009","דירות למכירה פתח תקווה","he","buyer_seller_core","buy_city","buyer","transactional","decision","P2","/buy/petah-tikva","city_buy_hub","/buy/{city}","/buy/petah-tikva","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0010","דירות למכירה ראשון לציון","he","buyer_seller_core","buy_city","buyer","transactional","decision","P2","/buy/rishon-lezion","city_buy_hub","/buy/{city}","/buy/rishon-lezion","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
"KW-0011","דירות למכירה נתניה","he","buyer_seller_core","buy_city","buyer","transactional","decision","P2","/buy/netanya","city_buy_hub","/buy/{city}","/buy/netanya","buy_hub","money","canonical_money_owner","backlog_verification","NEEDS_VERIFICATION","real supply","NEEDS_VERIFICATION","Receives contextual links from support pages in same cluster; no duplicate page may target this primary keyword.","Marketplace foundation",""
